Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Ovis,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,199194,"Ovis gmelinii musimon (Pallas, 1811)",199194
Procyon,Procyonidae,Carnivora,Mammalia,Animalia,Mammiferes,60822,"Procyon lotor (Linnaeus, 1758)",60822
Rattus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61585,"Rattus norvegicus (Berkenhout, 1769)",61585
Rattus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61587,"Rattus rattus (Linnaeus, 1758)",61587
Rattus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Rattus Fischer, 1803",0
Rupicapra,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61130,"Rupicapra pyrenaica pyrenaica Bonaparte, 1845",61130
Rupicapra,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61125,"Rupicapra rupicapra cartusiana Couturier, 1938",61125
Rupicapra,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61119,"Rupicapra rupicapra (Linnaeus, 1758)",61119
Sciurus,Sciuridae,Rodentia,Mammalia,Animalia,Mammiferes,61153,"Sciurus vulgaris Linnaeus, 1758",61153
Sorex,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60062,"Sorex araneus Linnaeus, 1758",60062
Sorex,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60102,"Sorex coronatus Millet, 1828",60102
Sorex,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60038,"Sorex minutus Linnaeus, 1766",60038
Sorex,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,0,"Sorex Linnaeus, 1758",0
Suncus,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60237,"Suncus etruscus (Savi, 1822)",60237
Sus,Suidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,60981,"Sus scrofa Linnaeus, 1758",60981
Talpa,Talpidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,867244,"Talpa aquitania Nicolas, Martinez-Vargas & Hugot, 2017",867244
Talpa,Talpidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60249,"Talpa europaea Linnaeus, 1758",60249
Talpa,Talpidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,0,"Talpa Linnaeus, 1758",0
Tamias,Sciuridae,Rodentia,Mammalia,Animalia,Mammiferes,61204,"Tamias sibiricus (Laxmann, 1769)",61204
Vulpes,Canidae,Carnivora,Mammalia,Animalia,Mammiferes,60585,"Vulpes vulpes (Linnaeus, 1758)",60585
None,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Arvicolinae Gray, 1821",0
