Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Isophya,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65625,"Isophya pyrenaea (Audinet-Serville, 1838)",65625
Isophya,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,837837,"Isophya rectipennis Brunner von Wattenwyl, 1878",837837
Issoria,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53908,"Issoria lathonia (Linnaeus, 1758)",53908
Laeosopis,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,716499,"Laeosopis roboris (Esper, 1793)",716499
Lampides,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54021,"Lampides boeticus (Linnaeus, 1767)",54021
Lasiommata,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53609,"Lasiommata maera (Linnaeus, 1758)",53609
Lasiommata,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53604,"Lasiommata megera (Linnaeus, 1767)",53604
Lasiommata,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219797,"Lasiommata paramegaera (Hubner, 1824)",219797
Lasiommata,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53611,"Lasiommata petropolitana (Fabricius, 1787)",53611
Lasiommata,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Lasiommata Westwood, 1841",0
Leptidea,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54378,"Leptidea duponcheli (Staudinger, 1871)",54378
Leptidea,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219835,"Leptidea reali Reissinger, 1990",219835
Leptidea,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54376,"Leptidea sinapis (Linnaeus, 1758)",54376
Leptidea,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Leptidea Billberg, 1820",0
Leptophyes,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65637,"Leptophyes laticauda (Frivaldszky, 1867)",65637
Leptophyes,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65636,"Leptophyes punctatissima (Bosc, 1792)",65636
Leptotes,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219795,"Leptotes pirithous (Linnaeus, 1767)",219795
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65199,"Lestes barbarus (Fabricius, 1798)",65199
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65214,"Lestes dryas Kirby, 1890",65214
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65205,"Lestes macrostigma (Eversmann, 1836)",65205
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65208,"Lestes sponsa (Hansemann, 1823)",65208
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65204,"Lestes virens vestalis Rambur, 1842",65204
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,199679,"Lestes virens virens (Charpentier, 1825)",199679
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65202,"Lestes virens (Charpentier, 1825)",65202
Lestes,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Lestes Leach in Brewester, 1815",0
Leucorrhinia,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65366,"Leucorrhinia albifrons (Burmeister, 1839)",65366
Leucorrhinia,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65361,"Leucorrhinia caudalis (Charpentier, 1840)",65361
Leucorrhinia,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65352,"Leucorrhinia dubia (Vander Linden, 1825)",65352
Leucorrhinia,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65356,"Leucorrhinia pectoralis (Charpentier, 1825)",65356
Leucorrhinia,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Leucorrhinia Brittinger, 1850",0
Libellula,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65262,"Libellula depressa Linnaeus, 1758",65262
Libellula,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65265,"Libellula fulva O.F. Muller, 1764",65265
Libellula,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65271,"Libellula quadrimaculata Linnaeus, 1758",65271
Libellula,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Libellula Linnaeus, 1758",0
Libythea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53965,"Libythea celtis (Laicharting, 1782)",53965
Limenitis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53770,"Limenitis camilla (Linnaeus, 1764)",53770
Limenitis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53765,"Limenitis populi (Linnaeus, 1758)",53765
Limenitis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53767,"Limenitis reducta Staudinger, 1901",53767
Limenitis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Limenitis Fabricius, 1807",0
Locusta,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66181,"Locusta cinerascens (Fabricius, 1781)",837865
Locusta,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,535771,"Locusta migratoria gallica Remaudiere, 1947",432555
Locusta,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,535771,"Locusta migratoria migratoria (Linnaeus, 1758)",535771
Locusta,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66181,"Locusta migratoria (Linnaeus, 1758)",66181
Lopinga,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53615,"Lopinga achine (Scopoli, 1763)",53615
Lucasinova,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,837853,"Lucasinova nigromarginata (Lucas, 1849)",837853
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219752,"Lycaena alciphron (Rottemburg, 1775)",219752
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53979,"Lycaena dispar (Haworth, 1802)",53979
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53976,"Lycaena helle (Denis & Schiffermuller, 1775)",53976
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219753,"Lycaena hippothoe (Linnaeus, 1761)",219753
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53973,"Lycaena phlaeas (Linnaeus, 1761)",53973
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219751,"Lycaena tityrus (Poda, 1761)",219751
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219750,"Lycaena virgaureae (Linnaeus, 1758)",219750
Lycaena,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Lycaena Fabricius, 1807",0
Macromia,Macromiidae,Odonata,Insecta,Animalia,Insectes et araignees,65384,"Macromia splendens (Pictet, 1843)",65384
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,631131,"Maculinea alcon alcon (Denis & Schiffermuller, 1775)",54082
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,631131,"Maculinea alcon rebeli (Hirschke, 1904)",54083
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,631131,"Maculinea alcon (Denis & Schiffermuller, 1775)",54080
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,631133,"Maculinea arion (Linnaeus, 1758)",54085
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,626169,"Maculinea nausithous (Bergstrasser, 1779)",54089
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,631135,"Maculinea teleius (Bergstrasser, 1779)",54087
Maniola,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53668,"Maniola jurtina (Linnaeus, 1758)",53668
Meconema,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65891,"Meconema meridionale A. Costa, 1860",65891
Meconema,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65889,"Meconema thalassinum (De Geer, 1773)",65889
Meconema,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Meconema Audinet-Serville, 1831",0
Mecostethus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,240286,"Mecostethus parapleurus (Hagenbach, 1822)",240286
Melanargia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53700,"Melanargia galathea (Linnaeus, 1758)",53700
Melanargia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219805,"Melanargia lachesis (Hubner, 1790)",219805
Melanargia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53714,"Melanargia occitanica (Esper, 1793)",53714
Melanargia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53707,"Melanargia russiae (Esper, 1783)",53707
Melanogryllus,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65923,"Melanogryllus desertus (Pallas, 1771)",65923
Bohemanella,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66240,"Melanoplus frigidus (Boheman, 1846)",66239
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219812,"Melitaea athalia (Rottemburg, 1775)",219812
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219811,"Melitaea aurelia Nickerl, 1850",219811
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53817,"Melitaea cinxia (Linnaeus, 1758)",53817
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219808,"Melitaea deione (Geyer, 1832)",219808
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53821,"Melitaea diamina (Lang, 1789)",53821
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53794,"Melitaea didyma (Esper, 1778)",53794
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,608362,"Melitaea nevadensis Oberthur, 1904",392382
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219810,"Melitaea parthenoides Keferstein, 1851",219810
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53811,"Melitaea phoebe (Denis & Schiffermuller, 1775)",53811
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219809,"Melitaea varia Herrich-Schaeffer, 1851",219809
Melitaea,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Melitaea Fabricius, 1807",0
Metaplastes,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65632,"Metaplastes pulchripennis (Costa, 1863)",65632
Metrioptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65718,"Metrioptera brachyptera (Linnaeus, 1761)",65718
Metrioptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65720,"Metrioptera buyssoni (Saulcy, 1887)",65720
Metrioptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65719,"Metrioptera saussuriana (Frey-Gessner, 1872)",65719
Metrioptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Metrioptera Wesmael, 1838",0
Minois,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53364,"Minois dryas (Scopoli, 1763)",53364
Miramella,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,432556,"Miramella alpina subalpina (Fischer, 1850)",432556
Miramella,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66250,"Miramella alpina (Kollar, 1833)",66250
Mogoplistes,Mogoplistidae,Orthoptera,Insecta,Animalia,Insectes et araignees,593313,"Mogoplistes brunneus Audinet-Serville, 1838",593313
Muschampia,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219747,"Muschampia proto (Ochsenheimer, 1808)",219747
Myrmecophilus,Myrmecophilidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65952,"Myrmecophilus aequispina Chopard, 1923",65952
Myrmecophilus,Myrmecophilidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65950,"Myrmecophilus myrmecophilus (Savi, 1819)",65950
Myrmecophilus,Myrmecophilidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Myrmecophilus Berthold, 1827",0
Myrmeleotettix,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66121,"Myrmeleotettix maculatus (Thunberg, 1815)",66121
Natula,Trigonidiidae,Orthoptera,Insecta,Animalia,Insectes et araignees,536042,"Natula averni (O.G. Costa, 1855)",536042
Nemobius,Trigonidiidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65932,"Nemobius sylvestris (Bosc, 1792)",65932
Quercusia,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54322,"Neozephyrus quercus (Linnaeus, 1758)",219754
Nymphalis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53733,"Nymphalis antiopa (Linnaeus, 1758)",53733
Nymphalis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53727,"Nymphalis polychloros (Linnaeus, 1758)",53727
Ochlodes,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219740,"Ochlodes sylvanus (Esper, 1777)",219740
Oecanthus,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,826837,"Oecanthus dulcisonans Gorochov, 1993",826837
Oecanthus,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,535760,"Oecanthus pellucens pellucens (Scopoli, 1763)",535760
Oecanthus,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65944,"Oecanthus pellucens (Scopoli, 1763)",65944
Oecanthus,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Oecanthus Audinet-Serville, 1831",0
Oedaleus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66187,"Oedaleus decorus (Germar, 1825)",66187
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,445264,"Oedipoda caerulescens caerulescens (Linnaeus, 1758)",445264
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,349343,"Oedipoda caerulescens sardeti Defaut, 2006",349343
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66194,"Oedipoda caerulescens (Linnaeus, 1758)",66194
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66198,"Oedipoda charpentieri Fieber, 1853",66198
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,535831,"Oedipoda coerulea Saussure, 1884",535831
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66196,"Oedipoda germanica (Latreille, 1804)",66196
Oedipoda,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Oedipoda Latreille, 1829",0
Oeneis,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,647363,"Oeneis glacialis (Moll, 1785)",647363
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66091,"Omocestus antigai (Bolivar, 1897)",66091
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66085,"Omocestus haemorrhoidalis (Charpentier, 1825)",66085
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,971445,"Omocestus navasi bellmanni Puissant, 2008",535852
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66086,"Omocestus petraeus (Brisout de Barneville, 1856)",66086
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66087,"Omocestus raymondi (Yersin, 1863)",66087
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66088,"Omocestus rufipes (Zetterstedt, 1821)",66088
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66090,"Omocestus viridulus (Linnaeus, 1758)",66090
Omocestus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Omocestus Bolivar, 1878",0
Onychogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,199682,"Onychogomphus forcipatus forcipatus (Linnaeus, 1758)",199682
Onychogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,65253,"Onychogomphus forcipatus unguiculatus (Van der Linden, 1823)",65253
Onychogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,65249,"Onychogomphus forcipatus (Linnaeus, 1758)",65249
Onychogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,65254,"Onychogomphus uncatus (Charpentier, 1840)",65254
Onychogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Onychogomphus Selys, 1885",0
Ophiogomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,65243,"Ophiogomphus cecilia (Geoffroy in Fourcroy, 1785)",65243
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65282,"Orthetrum albistylum (Selys, 1848)",65282
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65290,"Orthetrum brunneum (Boyer de Fonscolombe, 1837)",65290
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65278,"Orthetrum cancellatum (Linnaeus, 1758)",65278
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,199691,"Orthetrum coerulescens anceps (Schneider, 1845)",199691
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,199690,"Orthetrum coerulescens coerulescens (Fabricius, 1798)",199690
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65284,"Orthetrum coerulescens (Fabricius, 1798)",65284
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,309416,"Orthetrum trinacria (Selys-Longchamps, 1841)",309416
Orthetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Orthetrum Selys, 1848",0
Oxygastra,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,65381,"Oxygastra curtisii (Dale, 1834)",65381
Papilio,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54472,"Papilio alexanor Esper, 1800",54472
Papilio,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,608254,"Papilio hospiton Gene, 1839",608254
Papilio,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54468,"Papilio machaon Linnaeus, 1758",54468
Papilio,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Papilio Linnaeus, 1758",0
Paracaloptenus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66279,"Paracaloptenus bolivari Uvarov, 1942",66279
Paracinema,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,1027364,"Paracinema tricolor bisignata (Charpentier, 1825)",66224
Paracinema,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66223,"Paracinema tricolor (Thunberg, 1815)",66223
Paragomphus,Gomphidae,Odonata,Insecta,Animalia,Insectes et araignees,65239,"Paragomphus genei (Selys, 1841)",65239
Pararge,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53595,"Pararge aegeria (Linnaeus, 1758)",53595
Paratettix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66026,"Paratettix meridionalis (Rambur, 1838)",66026
Parnassius,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54496,"Parnassius apollo (Linnaeus, 1758)",54496
Parnassius,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54502,"Parnassius mnemosyne (Linnaeus, 1758)",54502
Parnassius,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54499,"Parnassius phoebus (Fabricius, 1793)",54499
Petaloptila,Gryllidae,Orthoptera,Insecta,Animalia,Insectes et araignees,289202,"Petaloptila aliena (Brunner von Wattenwyl, 1882)",289202
Pezotettix,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,199958,"Pezotettix giornae (Rossi, 1794)",199958
Phaneroptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65613,"Phaneroptera falcata (Poda, 1761)",65613
Phaneroptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65614,"Phaneroptera nana Fieber, 1853",65614
Phaneroptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Phaneroptera Audinet-Serville, 1831",0
Phengaris,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Phengaris Doherty, 1891",0
Pholidoptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65735,"Pholidoptera aptera (Fabricius, 1793)",65735
Pholidoptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65739,"Pholidoptera fallax (Fischer, 1853)",65739
Pholidoptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65737,"Pholidoptera femorata (Fieber, 1853)",65737
Pholidoptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65740,"Pholidoptera griseoaptera (De Geer, 1773)",65740
Pholidoptera,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Pholidoptera Wesmael, 1838",0
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54342,"Pieris brassicae (Linnaeus, 1758)",54342
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,608277,"Pieris bryoniae (Hubner, 1800)",608277
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219832,"Pieris ergane (Geyer, 1828)",219832
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219830,"Pieris mannii (Mayer, 1851)",219830
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219833,"Pieris napi (Linnaeus, 1758)",219833
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219831,"Pieris rapae (Linnaeus, 1758)",219831
Pieris,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Pieris Schrank, 1801",0
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65710,"Platycleis affinis Fieber, 1853",65710
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65699,"Platycleis albopunctata albopunctata (Goeze, 1778)",65699
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,528837,"Platycleis albopunctata monticola (Chopard, 1924)",528837
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65697,"Platycleis albopunctata (Goeze, 1778)",65697
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65709,"Platycleis falx laticauda Brunner von Wattenwyl, 1882",65709
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65693,"Platycleis grisea (Fabricius, 1781)",65693
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65706,"Platycleis intermedia intermedia (Audinet-Serville, 1838)",65706
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65704,"Platycleis sabulosa Azam, 1901",65704
Platycleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Platycleis Fieber, 1853",0
Platycnemis,Platycnemididae,Odonata,Insecta,Animalia,Insectes et araignees,65179,"Platycnemis acutipennis Selys, 1841",65179
Platycnemis,Platycnemididae,Odonata,Insecta,Animalia,Insectes et araignees,65182,"Platycnemis latipes Rambur, 1842",65182
Platycnemis,Platycnemididae,Odonata,Insecta,Animalia,Insectes et araignees,65184,"Platycnemis pennipes (Pallas, 1771)",65184
Platycnemis,Platycnemididae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Platycnemis Burmeister, 1839",0
Plebejus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54105,"Plebejus argus (Linnaeus, 1758)",54105
Plebejus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54170,"Plebejus argyrognomon (Bergstrasser, 1779)",54170
Agriades,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54200,"Plebejus glandon (Prunner, 1798)",781693
Plebejus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54126,"Plebejus idas (Linnaeus, 1761)",54126
Agriades,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,651399,"Plebejus orbitulus (Prunner, 1798)",781694
Agriades,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54206,"Plebejus pyrenaicus (Boisduval, 1840)",790899
Plebejus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Plebejus Kluk, 1780",0
Podisma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,443346,"Podisma amedegnatoae Fontana & Pozzebon, 2007",443346
Podisma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,521474,"Podisma dechambrei dechambrei Leproux in Chopard, 1952",521474
Podisma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,837204,"Podisma dechambrei Leproux in Chopard, 1952",837204
Podisma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66236,"Podisma pedestris pedestris (Linnaeus, 1758)",66236
Podisma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66235,"Podisma pedestris (Linnaeus, 1758)",66235
Polygonia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53759,"Polygonia c-album (Linnaeus, 1758)",53759
Polygonia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53761,"Polygonia egea (Cramer, 1775)",53761
Polygonia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Polygonia Hubner, 1819",0
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219764,"Polyommatus amandus (Schneider, 1792)",219764
Lysandra,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54271,"Polyommatus bellargus (Rottemburg, 1775)",219767
Lysandra,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54265,"Polyommatus coridon (Poda, 1761)",219768
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219773,"Polyommatus damon (Denis & Schiffermuller, 1775)",219773
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219766,"Polyommatus daphnis (Denis & Schiffermuller, 1775)",219766
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219772,"Polyommatus dolus (Hubner, 1823)",219772
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219763,"Polyommatus dorylas (Denis & Schiffermuller, 1775)",219763
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54283,"Polyommatus eros (Ochsenheimer, 1808)",54283
